Rank,Name,Company,Volume,Sides,City,State
3030,Marley Overman,Illustrated Properties,$32.86M,2.5,Wellington,FL
3031,Heather Houston,Dickson Realty,$32.86M,16.5,Reno,NV
3032,Blake Anderson,REMAX Desert Showcase,$32.86M,31,Peoria,AZ
3033,Diandra Dickinson,Aloha Sotheby's International Realty,$32.85M,19,Kailua Kona,HI
3034,Jordan Barnhill,CENTURY 21 Tri-Cities,$32.84M,54.4,Richland,WA
3035,Joe Schroder,REMAX Realty One,$32.82M,155,Kokomo,IN
3036,Robert Korber,Signature Premier Properties,$32.82M,29,Dix Hills,NY
3037,Ryan Webster,Keller Williams,$32.82M,85,Idaho Falls,ID
3038,Scott Goshorn,Rodeo Realty,$32.81M,18,Beverly Hills,CA
3039,Brandon Assanti,The Agency,$32.81M,12,Los Angeles,CA
3040,Meagan Levitan,Corcoran Icon Properties,$32.81M,7,San Francisco,CA
3041,Wendy Moore,Christie's International Real Estate Sereno,$32.80M,35,Walnut Creek,CA
3042,Dolores Panlilio Bediones,Coldwell Banker Realty,$32.79M,17.3,Honolulu,HI
3043,Emma Baker,The Agency,$32.78M,10,Studio City,CA
3044,Raymond Ni,Compass,$32.78M,12,Menlo Park,CA
3045,Diane Lewis,"Washington Fine Properties, LLC",$32.77M,21,McLean,VA
3046,Brenda Giufurta,Douglas Elliman,$32.76M,12,Southampton,NY
3047,Lisa Wilkens,Coldwell Banker Realty,$32.75M,43.5,Bedford,NH
3048,Matt Bartholomew,Nord/Haus Real Estate Group | Real Broker,$32.75M,115,Austin,MN
3049,John Sanderson,REMAX Peak to Peak,$32.74M,26,Winter Park,CO
3050,Steph Mahon,Compass,$32.73M,23,Westfield,NJ
3051,Lisa Sgarlato,Compass,$32.73M,25,Los Gatos,CA
3052,Roi Danon,CENTURY 21 Tenace Realty,$32.73M,21,Coral Springs,FL
3053,Chase Giles,The Real Brokerage Inc.,$32.71M,52,The Woodlands,TX
3054,Simona Martin,Christie's International Real Estate Sereno,$32.70M,7,Los Gatos,CA
3055,Anthony Koutsos,Keller Williams,$32.68M,22,San Francisco,CA
3056,Rebekah Liperote,Redfin,$32.68M,44,Phoenix,AZ
3057,Sonia Maiello,Intero Real Estate Services,$32.67M,16,Los Altos,CA
3058,Julie Martin,Atlanta Fine Homes Sotheby's International Realty,$32.67M,20.5,Alpharetta,GA
3059,Robert Antonini,Coldwell Banker Schmidt Realtors,$32.67M,33.3,East Grand Rapids,MI
3060,John Simmons,C3 Real Estate Solutions,$32.66M,49,Johnstown,CO
3061,Colleen Foraker,Compass,$32.66M,8,Menlo Park,CA
3062,Matthew Brown,William Raveis,$32.66M,10,Naples,FL
3063,Stefan Walker,Keller Williams Bay Area Estates,$32.65M,11,Los Gatos,CA
3064,Ashley Van Leuven,Redfin,$32.65M,35,Escondido,CA
3065,Brian Boles,REMAX Services,$32.65M,44,Boca Raton,FL
3066,Stewart Seeligson,The Agency Telluride,$32.63M,6,Telluride,CO
3067,Teresa Elliott,NextHome Signature Real Estate,$32.63M,32.5,Omaha,NE
3068,Gina Scodella,REMAX Revolution,$32.63M,70,Brick,NJ
3069,Rebekah Avallone,The Real Brokerage Inc.,$32.62M,69,Spring Branch,TX
3070,Brady Hammond,Coldwell Banker Vanguard Realty,$32.62M,29.8,Ponte Vedra Beach,FL
3071,Amar Amarnath,Keller Williams,$32.61M,20.3,Palo Alto,CA
3072,Steve Nemeth,REMAX One,$32.61M,25,Woodland Hills,CA
3073,Ann Gluck,Compass,$32.61M,13,Pasadena,CA
3074,Diane Ito,Coldwell Banker Realty,$32.61M,23.9,Honolulu,HI
3075,Christina Wheeler,CENTURY 21 The Crossing,$32.60M,28,Towaco,NJ
3076,Michael Maggio,@Properties Christie's International Real Estate,$32.60M,27,Winnetka,IL
3077,Rochelle Vandermerwe,Christie's International Real Estate Sereno,$32.59M,14,San Francisco,CA
3078,Marquesa Hobbs,The Platinum Group,$32.59M,49,Colorado Springs,CO
3079,Marc Owens-Kurtz,Lakes Sotheby's International Realty,$32.59M,30,Minneapolis,MN
3080,Danny Humphreys,The Real Brokerage Inc.,$32.59M,55,Gainesville,VA
3081,Maureen Howe,ERA Key Realty Services,$32.59M,49.9,Chelmsford,MA
3082,Patty Waltcher,Berkshire Hathaway HomeServices California Properties,$32.58M,9,Ojai,CA
3083,Karen Mullen,Coldwell Banker Realty,$32.57M,31.3,Scituate,MA
3084,Kathy Froelich,Redfin,$32.57M,51,Middletown,NJ
3085,Julie Nielson,Long Realty Company,$32.57M,37,Tucson,AZ
3086,Tracy Smith,Keller Williams,$32.57M,8,Calabasas,CA
3087,Kristina Metoyer,Martha Turner Sotheby's International Realty,$32.57M,38,Houston,TX
3088,Sadie Halliday,eXp Realty,$32.55M,47,Sharon,NH
3089,Cary McCoy,Ebby Halliday Companies - Ebby Halliday Realtors,$32.54M,38,Plano,TX
3090,Gina Aselin,eXp Realty,$32.54M,33,Amherst,NH
3091,Zalman Rokowsky,HomeSmart First Advantage Realty,$32.53M,43,Cherry Hill,NJ
3092,Landon Anglin,REMAX Properties,$32.53M,86,Cedar City,UT
3093,Susan Weninger,@Properties Christie's International Real Estate,$32.52M,18.5,Lake Forest,IL
3094,Skip Faust,Coldwell Banker Premier,$32.51M,39.8,Rehoboth Beach,DE
3095,Heather Garrett-Muly,Keller Williams,$32.49M,28,Shrewsbury,NJ
3096,Karen Grotte,Coldwell Banker Realty,$32.49M,38.5,Santa Rosa,CA
3097,Fifi Li,Redfin,$32.48M,25,San Jose,CA
3098,Christy Querceto,The Q Group Realty LLC,$32.48M,58,Dighton,MA
3099,Derek Simpson,Residential Properties Ltd.,$32.48M,21,Providence,RI
3100,Joe Buck,Compass,$32.48M,9,Hermosa Beach,CA
3101,Nick Cooper,Compass,$32.47M,24,San Francisco,CA
3102,Karen Hickman,Pacific Sotheby's International Realty,$32.46M,22,La Jolla,CA
3103,Dalia Elison,Douglas Elliman,$32.45M,19,Roslyn,NY
3104,Matt DeSantis,Keller Williams,$32.45M,59,Horsham,PA
3105,Jessica Drew,Keller Williams,$32.45M,66,Destin,FL
3106,Peter Cote,Redfin,$32.45M,30,Somerville,MA
3107,Shannon Ray,Golden Gate Sotheby's International Realty,$32.44M,10,Los Gatos,CA
3108,Luke Beaman,ReeceNichols Golden Key Realty,$32.43M,77,Warsaw,MO
3109,Lydia Golesh,Keller Williams,$32.43M,49,Centennial,CO
3110,Tony Lee,REMAX Southland Realty II,$32.43M,95,Garner,NC
3111,Alison Borrelli,Berkshire Hathaway HomeServices Commonwealth Real Estate,$32.43M,23,Needham,MA
3112,Yawar Charlie,Christie's International Real Estate Southern California,$32.42M,22,Beverly Hills,CA
3113,Arthur Goodrich,"Sotheby's International Realty, Inc.",$32.42M,10,Saint Helena,CA
3114,Amanda Van Slyke,Compass,$32.42M,10,Naples,FL
3115,Steven Powers,"CENTURY 21 S.G.R., Inc.",$32.41M,33,Chicago,IL
3116,Kathy Pisani,Daniel Gale Sotheby's International Realty,$32.41M,17.3,Syosset,NY
3117,Casey Cooke,Redfin,$32.41M,26,Vista,CA
3118,Riley Manasek,Keller Williams,$32.41M,106,Columbus,GA
3119,Crystal Sheehan,Keller Williams,$32.40M,20.6,McLean,VA
3120,Alistair Craft,Christie's International Real Estate Sereno,$32.40M,15,Santa Cruz,CA
3121,Mathew Wray,Keller Williams,$32.39M,47,Portland,OR
3122,Chris Itteilag,SERHANT.,$32.38M,19,Washington,DC
3123,Trevor Phelps,Coldwell Banker Realty,$32.37M,26,Newport Beach,CA
3124,Oanh Nguyen,LPT Realty,$32.37M,26,San Diego,CA
3125,Tyler Brousseau,LIV Sotheby's International Realty,$32.36M,14.7,Ojai,CA
3126,Donna Krueger-Simmons,Mott & Chace Sotheby's International Realty,$32.35M,12.5,Watch Hill,RI
3127,Lindsay Jackman,The Real Brokerage Inc.,$32.35M,44,Gig Harbor,WA
3128,Lori Caruso,REMAX Select,$32.34M,26,Rockaway,NJ
3129,Kathy B Good,Berkshire Hathaway HomeServices RW Towne Realty,$32.34M,28,Virginia Beach,VA
3130,Gregory Eubanks,Redfin,$32.33M,29,Los Angeles,CA
3131,Naomi Lempert,Coldwell Banker Realty,$32.33M,13.5,San Francisco,CA
3132,Jamie Mursau,NextHome Select Realty,$32.33M,98,De Pere,WI
3133,Sherry Bowman,Keller Williams,$32.33M,62,Clarksville,TN
3134,Maryam Tabatabaei,Coldwell Banker Realty,$32.33M,7,Saratoga,CA
3135,Scott Petrich,Redfin,$32.32M,25,Bellevue,WA
3136,Patricia Oxman,Golden Gate Sotheby's International Realty,$32.32M,15,Greenbrae,CA
3137,Lina Soifer,Equity Union Real Estate,$32.32M,17.3,Calabasas,CA
3138,Pina Shaw,HomeSmart Realty West,$32.31M,28,Carlsbad,CA
3139,Chris Tice,Corcoran,$32.31M,9,Sag Harbor,NY
3140,Steven Pizzarella,REMAX Partners,$32.31M,35,Worcester,MA
3141,Julie Lutovsky,Redfin,$32.29M,32,Seattle,WA
3142,Mike Warm,Premier Sotheby's International Realty,$32.28M,23,Sarasota,FL
3143,Julie Lau,Coldwell Banker Realty,$32.28M,9.6,Palo Alto,CA
3144,Brad Kintz,Long & Foster Real Estate,$32.28M,53.3,Alexandria,VA
3145,Michele Collins,Harry Norman | Forbes Global Properties,$32.27M,19.1,Alpharetta,GA
3146,Jayanta Samanta,Intero Real Estate Services,$32.27M,20,Union City,CA
3147,Kimberly Wagner,Douglas Elliman,$32.26M,19,Naples,FL
3148,Tony Richey,REMAX Tyler,$32.26M,29,Tyler,TX
3149,Ari Wintraub,"Sotheby's International Realty, Inc.",$32.25M,14,Los Angeles,CA
3150,Teddy Errico,LIV Sotheby's International Realty,$32.25M,13,Telluride,CO
3151,Corey Martin,Keller Williams,$32.25M,52.8,Centennial,CO
3152,Aubrey Martin,Keller Williams,$32.25M,54,Hillsboro,OR
3153,Glennda Bach,Compass,$32.24M,42,New Orleans,LA
3154,Hyeyeon Sung,CENTURY 21 Real Estate Center,$32.24M,17.3,Bellevue,WA
3155,Gloria Chun,REMAX Accord,$32.22M,36,Fremont,CA
3156,Scott Hutchinson,REMAX Advantage Plus,$32.22M,53,Lakeville,MN
3157,Lana Kopsala,Coldwell Banker Realty,$32.21M,70,Leominster,MA
3158,Laurie Catizone-Jordan,Keller Williams,$32.21M,27.5,Ridgewood,NJ
3159,Jon Mottern,Compass,$32.21M,36,Denver,CO
3160,Amanda Emanuel,Berkshire Hathaway HomeServices RW Towne Realty,$32.20M,60,Suffolk,VA
3161,Hank Carter,Compass,$32.20M,9.5,Aspen,CO
3162,John Pickett,William Raveis,$32.20M,5,Palm Beach,FL
3162,Kathryn Harrell,"Washington Fine Properties, LLC",$32.20M,14,Middleburg,VA
3164,Stephen Gomez,Compass,$32.20M,10,San Francisco,CA
3165,Charles Ward,Novella Real Estate,$32.20M,21,Highlands Ranch,CO
3166,Valerie Dall'Acqua,Premier Sotheby's International Realty,$32.16M,10.5,Sarasota,FL
3167,Nancy Reardon,Berkshire Hathaway HomeServices New England Properties,$32.15M,61.3,Granby,CT
3168,Nancy Halpern,SERHANT.,$32.15M,10,New York,NY
3169,Sue Dhillon,Redfin,$32.15M,21,Bellevue,WA
3170,Ellen Valentgas,"Sotheby's International Realty, Inc.",$32.14M,21,Osterville,MA
3171,Troy Rothermel,Redfin,$32.14M,38,Kent,WA
3172,Kevin Fogarty,Berkshire Hathaway HomeServices Utah Properties,$32.14M,12,Park City,UT
3173,Angelique Koster,The Real Brokerage Inc.,$32.13M,46,Palm Desert,CA
3174,Brian Brassil,Keller Williams,$32.13M,62,Laguna Niguel,CA
3175,Naomi Thorne,Coldwell Banker Realty,$32.12M,27.5,Greenbrae,CA
3176,Gabrielle Balolia,"REMAX Whatcom County, Inc.",$32.12M,38,Bellingham,WA
3177,Eric Glassoff,Coldwell Banker Realty,$32.12M,25.5,Chestnut Hill,MA
3178,Patty Brendlinger,Coldwell Banker Mason Morse,$32.11M,16.5,Carbondale,CO
3179,Jackie Jones,Coldwell Banker Realty,$32.11M,17.1,San Jose,CA
3180,Steven Shelton,Better Homes and Gardens Real Estate The Masiello Group,$32.11M,34.7,Ellsworth,ME
3181,Kristee Leonard,"The Leaders Realty, LLC",$32.10M,33,Austin,TX
3182,Stephanie O'Grady,Compass,$32.10M,13,Darien,CT
3183,Eileen Giorgi,Christie's International Real Estate Sereno,$32.09M,17,Los Gatos,CA
3184,Shannon Janssen,Coldwell Banker Bain,$32.09M,44.8,Portland,OR
3185,Brian Hyser,The Agency Orlando,$32.09M,35.5,Winter Park,FL
3186,Stella Rosh,Compass,$32.08M,15,Los Altos,CA
3187,Praveen Samala,HomeSmart,$32.07M,57,Scottsdale,AZ
3188,Alexander Gutierrez,ERA Brokers Consolidated,$32.07M,79,Mesquite,NV
3189,Theresa Scott,Redfin,$32.06M,50,Ventnor,NJ
3190,Rachel Goley Lowe,Hodge & Kittrell Sotheby's International Realty,$32.06M,46,Raleigh,NC
3191,Michelle Palmquist,Redfin,$32.05M,57,Portland,OR
3192,Chris Meadors,Compass,$32.03M,21,Napa,CA
3193,"Daisuke ""KAI"" Ioh",Compass,$32.03M,9,Kailua Kona,HI
3194,Andrew Wilson,"Sotheby's International Realty, Inc.",$32.03M,3,Beverly Hills,CA
3195,Craig Curreri,Coldwell Banker Realty,$32.03M,38.8,Santa Rosa,CA
3196,Diane Terry,Keller Williams,$32.02M,17,Summit,NJ
3197,Amanda Romero,Las Vegas Sotheby's International Realty,$32.02M,28,Las Vegas,NV
3198,Giulio Milano,Compass,$32.02M,6,Fort Lauderdale,FL
3199,Sherdin Betbabasi,Coldwell Banker Realty,$32.01M,15,Los Gatos,CA
3200,Alka Sabherwal,REMAX Accord,$32.01M,16,Danville,CA
3201,Heidi Ingham,Berkshire Hathaway HomeServices Utah Properties,$32.00M,19,Salt Lake City,UT
3202,Michelle Pender,Engel & Völkers San Francisco Union Street,$32.00M,24.7,San Francisco,CA
3203,Ilya Jacob Rasner,Keller Williams,$32.00M,34,Boston,MA
3204,Sara Schwartz,Corcoran,$31.99M,20.5,New York,NY
3205,Karen Morgan,Coldwell Banker Realty,$31.98M,20.9,Cambridge,MA
3206,Kristina Vaughn-Hazard,Compass,$31.98M,23,Kailua Kona,HI
3207,Steve Porzio,Coldwell Banker Realty,$31.97M,40,Spring Lake,NJ
3208,Joanne Rodrigues,Redfin,$31.97M,41,Merrimac,MA
3209,Loree Scarborough,Compass,$31.97M,18,Long Beach,CA
3210,Olga Golovko,Keller Williams,$31.96M,26,Campbell,CA
3211,Carla Kupiec,William Raveis,$31.96M,13,Darien,CT
3212,Stacy Strayer,Keller Williams,$31.95M,29,Lakewood,CO
3213,Julie Johnson,eXp Realty,$31.95M,47,Wareham,MA
3214,Shu Jin Chen,REMAX Champions,$31.95M,37,West Covina,CA
3215,JeeEun Sarah Chung,Christie's International Real Estate Group,$31.95M,25,Fort Lee,NJ
3216,Denise Garzone,William Raveis,$31.94M,26,Sudbury,MA
3217,Tim Klimek,Keller Williams,$31.94M,29.6,Scottsdale,AZ
3218,Katherine Middleton Scavo,Douglas Elliman,$31.93M,7,New York,NY
3219,Betty Chen,Christie's International Real Estate Sereno,$31.93M,12,Los Altos,CA
3220,Bryan Cooke,Redfin,$31.91M,40,Kent,WA
3221,Rebecca Taylor,Berkshire Hathaway HomeServices Georgia Properties,$31.91M,42,Peachtree City,GA
3222,Carol Russo,Compass,$31.90M,34,Southlake,TX
3223,BG Holmberg,Smith & Associates Real Estate,$31.90M,17.5,Tampa,FL
3223,Danielle Brasher,Briggs Freeman Sotheby's International Realty,$31.90M,4,Dallas,TX
3225,Judi Caracausa,William Pitt Sotheby's International Realty,$31.90M,33.5,Mystic,CT
3226,Debbie Sinani,The Agency,$31.89M,6,Scottsdale,AZ
3227,Justin Stolarczyk,Brown Harris Stevens,$31.89M,15,New York,NY
3228,Lisa Wili-Simmonds,CENTURY 21 Affiliated,$31.89M,10,San Clemente,CA
3229,Brian Behan,@Properties Christie's International Real Estate,$31.89M,35,Chicago,IL
3230,Meredith Landino,Jackson Hole Sotheby's International Realty,$31.89M,10,Jackson,WY
3231,Bill Kolovani,Berkshire Hathaway HomeServices RW Towne Realty,$31.88M,49,Virginia Beach,VA
3232,Monica Brashear,Martha Turner Sotheby's International Realty,$31.87M,36,The Woodlands,TX
3233,Patrick M. Gee,Long & Foster Real Estate,$31.87M,51.5,Richmond,VA
3234,Patrick Brogley,Keller Williams,$31.87M,69.8,Sarasota,FL
3235,Omid Maghamfar,Coldwell Banker Realty,$31.86M,27,San Diego,CA
3236,Dante G. Belmonte,HUNT Real Estate ERA,$31.85M,96,Manlius,NY
3237,Braithan Stoltenberg,eXp Realty,$31.84M,70,Fresno,CA
3238,Jackson Carroll,Compass,$31.82M,20,Nashville,TN
3239,Nicole Donnelly Martin,Vashon Island Sotheby's International Realty,$31.81M,27,Vashon,WA
3240,Gabriele Vretta,John R. Wood Properties Christies International Real Estate,$31.81M,31.5,Naples,FL
3241,JL Forke,"Sotheby's International Realty, Inc.",$31.80M,22,Santa Fe,NM
3242,Laura Barr,Next Home Peninsula,$31.79M,23,Rumson,NJ
3243,Michael Palermo,"Palermo Real Estate Professionals, Inc.",$31.78M,24.5,Tampa,FL
3244,Marlene Ritzman,REMAX Associates,$31.78M,61,St. George,UT
3245,Lindsay Jenkins Matthews,Houlihan Lawrence,$31.77M,19,Bedford,NY
3246,Dalileh Sajjadi,First Team Real Estate,$31.77M,20,Newport Beach,CA
3247,Tori Boysen,Berkshire Hathaway HomeServices Carolinas Realty,$31.77M,46,Winston-Salem,NC
3248,Jim Cavoto,Engel & Völkers Denver,$31.76M,27,Denver,CO
3249,Mimi Henning,Barrett Sotheby's International Realty,$31.76M,15.5,Lexington,MA
3250,Spencer Soto,REMAX Connections,$31.76M,32,Carlsbad,CA
3251,Kris Paolini,Redfin,$31.75M,35,Gaithersburg,MD
3252,Kate Kazel,West and Main Homes,$31.73M,47,Denver,CO
3253,Richard Coleman,New Seabury Sotheby's International Realty,$31.73M,22.6,Mashpee,MA
3254,Arti Miglani,Compass,$31.73M,9,Palo Alto,CA
3255,Annette Mina,Douglas Elliman,$31.71M,49,Sayville,NY
3256,Laura Dalessandro,Saunders & Associates,$31.71M,14,Westhampton Beach,NY
3257,Trevor Montano,Compass,$31.70M,12,Santa Monica,CA
3258,Luis Gonell,Compass,$31.70M,6,Miami,FL
3258,Mike Roland,The Roland Team - LPT Realty,$31.70M,74,Henderson,NV
3260,Darren Schneider,Coldwell Banker West,$31.70M,22.3,San Diego,CA
3261,Joanna Dalton,Coldwell Banker Realty,$31.69M,41,Annapolis,MD
3262,Anne Spry,Barrett Sotheby's International Realty,$31.69M,28,Winchester,MA
3263,Staci Manoukian,Christie's International Real Estate Group,$31.69M,24,Hoboken,NJ
3264,Nathan Freeborn,Redfin,$31.69M,42,Evanston,IL
3265,Janet Stuart,Coldwell Banker Realty,$31.69M,32.3,Concord,MA
3266,Stephanie Evelo,Keller Williams,$31.68M,93,Indianapolis,IN
3267,Patty Shropshire,Ivester Jackson Distinctive Properties - Christie's International,$31.68M,29.5,Matthews,NC
3268,Rachel Turner,Coldwell Banker Realty,$31.68M,25,Yorba Linda,CA
3269,Bryan Beene,Martha Turner Sotheby's International Realty,$31.67M,45,Houston,TX
3270,Cathy Boston,HOME Luxury Real Estate,$31.67M,17.5,Atlanta,GA
3271,Julia Zhao,REMAX Elite Realty,$31.66M,46,Alhambra,CA
3272,Holley Madden,Compass,$31.65M,34,Houston,TX
3273,Lucy Johnson,Compass,$31.64M,15,Dallas,TX
3274,Mike Wold,REMAX Revealty,$31.64M,59,Chagrin Falls,OH
3275,Jennifer Elia,Redfin,$31.63M,29,Aliso Viejo,CA
3276,Rachel Gardner,Redfin,$31.62M,30,San Diego,CA
3277,Jayne Friedberg,Coldwell Banker Realty,$31.62M,14,Chestnut Hill,MA
3278,Ashleigh Baker,Coldwell Banker Upchurch Realty,$31.62M,60,Athens,GA
3279,Amit Lalji,Keller Williams Beverly Hills,$31.61M,17.5,Beverly Hills,CA
3280,Cheri Tindall,Ocean Sotheby's International Realty,$31.61M,5,Islamorada,FL
3281,Kyle Golden,CENTURY 21 Thomson & Co,$31.61M,40.5,Red Bank,NJ
3282,John Katein,CENTURY 21 Veterans,$31.60M,81,Newtown,PA
3283,Aliaa Alsafadi,Keller Williams,$31.60M,23,Suwanee,GA
3284,Robert Rinn,REMAX Professionals,$31.60M,61,East Greenwich,RI
3285,Rony Ghelerter,HOME Luxury Real Estate,$31.60M,19,Alpharetta,GA
3286,Molly Russell,Compass,$31.59M,17,Waimea,HI
3287,Douglass Holmes,Howard Hanna Rand Realty,$31.59M,40,Livingston,NJ
3288,Lisa Gutman,Equity Union Real Estate,$31.58M,17,Westlake Village,CA
3289,Kaiyu Ren,Compass,$31.58M,16,Palo Alto,CA
3290,Chad Polazzo,REMAX Metro Atlanta Cityside,$31.58M,34,Atlanta,GA
3291,Krista Martin,EXIT Realty Premier,$31.57M,83.5,Oklahoma City,OK
3292,Paige Cochran,Keller Williams,$31.57M,39.5,Santa Fe,NM
3293,Tracy Hasson,Cascade Hasson Sotheby's International Realty,$31.57M,35.5,Lake Oswego,OR
3294,Silvia Hairapetian,JohnHart Real Estate,$31.57M,29,La Crescenta,CA
3295,Michael Maier,Berkshire Hathaway HomeServices Chicago,$31.56M,57,Chicago,IL
3296,Daniel Grazzini,eXp Realty,$31.56M,22,Rio Verde,AZ
3297,Debbie Davis,Windermere Signature Properties,$31.56M,33.5,Sacramento,CA
3298,Kushal Shah,REMAX InStyle Realty,$31.56M,36,Belle Mead,NJ
3299,Dominic Miller,Dominic Miller Homes / Compass,$31.55M,50,Denver,CO
3300,Joe Wang,Coldwell Banker Realty,$31.54M,19.4,Irvine,CA
3301,Alison Williams,Redfin,$31.53M,38,El Dorado Hills,CA
3302,Kat Massetti,The Haven Group | SERHANT.,$31.52M,32,McLean,VA
3303,Joey Portale,Compass,$31.51M,15,Willow Glen,CA
3304,Lindsay Van Duinen-Scully,REMAX of Grand Rapids,$31.51M,67,Grand Rapids,MI
3305,Dana Dennis Gumber,LIV Sotheby's International Realty,$31.51M,21.9,Vail,CO
3306,Melinda Lee,LIV Sotheby's International Realty,$31.50M,27.4,Winter Park,CO
3307,Rita Kirby,William Pitt Sotheby's International Realty,$31.50M,13,New Canaan,CT
3308,Cat Benitez,REMAX Town & Country,$31.50M,67,Ellijay,GA
3309,Annie Hagstrom,John R. Wood Properties Christies International Real Estate,$31.50M,15,Naples,FL
3310,Maria Holland,REMAX Homes and Estates,$31.49M,39,Nashville,TN
3311,Candee Deichman,CENTURY 21 Atwood,$31.49M,69,Mankato,MN
3312,Allison Salzer,Compass,$31.49M,18,Greenbrae,CA
3313,Akhila Aneja,Keller Williams,$31.48M,56,Metuchen,NJ
3314,Donna Wrobel,Berkshire Hathaway HomeServices Florida Realty,$31.48M,23,Lakewood Ranch,FL
3315,Kim Stearns,Redfin,$31.47M,41,Coeur d'Alene,ID
3316,Sharon Rispoli,Berkshire Hathaway HomeServices New England Properties,$31.46M,78,Windsor,CT
3317,John Brittle Jr,Compass,$31.46M,24.9,Nashville,TN
3318,Susan Maman,@Properties Christie's International Real Estate,$31.45M,18,Winnetka,IL
3319,Brian Scates,Scates Real Estate,$31.45M,44,Wayzata,MN
3320,Benjamin Batty,ERA Realty Center,$31.44M,60,Cedar City,UT
3321,Ilanna Heller,Prominent Properties Sotheby's International Realty,$31.43M,20,Tenafly,NJ
3322,Kevin May,Coldwell Banker Bain,$31.43M,44,Portland,OR
3323,Victoria Stewart Davis,Compass,$31.43M,20,San Francisco,CA
3324,Craig Milton,REMAX Valley Shore,$31.43M,57,Old Saybrook,CT
3325,Jennifer Long,Christie's International Real Estate Sereno,$31.42M,15,San Jose,CA
3326,Andrea Tuell,The Group Real Estate,$31.42M,37,Fort Collins,CO
3327,Alex Brandau,Aperture Global,$31.42M,18,Nashville,TN
3328,Susan Marcrie,REMAX Innovation,$31.41M,53,Old Bridge,NJ
3329,Freda Wang,Compass,$31.41M,19,Los Gatos,CA
3330,Blane Harvey,Your Castle Realty,$31.40M,30,Denver,CO
3331,Amanda Fiebig,AF Realty Group,$31.39M,94,Warner Robins,GA
3332,Yamina Wu,Compass,$31.39M,16,Menlo Park,CA
3333,Linda M. Maloney,"Sotheby's International Realty, Inc.",$31.39M,8,New York,NY
3334,Lisa Cronic,Atlanta Fine Homes Sotheby's International Realty,$31.38M,34.3,Atlanta,GA
3335,Maura Sayre,Coldwell Banker Realty,$31.36M,42,East Greenwich,RI
3336,Liz Richards,LIV Sotheby's International Realty,$31.36M,23.2,Denver,CO
3337,Katy Polvorosa,Redfin,$31.35M,15,Oakland,CA
3338,Ivan Grishko,eXp Realty,$31.35M,32.5,Renton,WA
3339,Lindsay Clauss Sheehy,Compass,$31.35M,11,Greenwich,CT
3340,Jackie Pitts,Coldwell Banker Realty,$31.35M,28,Andover,MA
3341,Liz Pereda,LPT Realty,$31.34M,31,San Diego,CA
3342,Kathy Bellamy,Slifer Smith & Frampton Real Estate,$31.33M,12,Vail Valley,CO
3343,Delton Cheng,CENTURY 21 Homefront,$31.33M,36.9,Brooklyn,NY
3344,Eytan Levin,The Agency,$31.32M,6,Malibu,CA
3345,Todd Disbrow,Engel & Völkers Lake Tahoe,$31.31M,25,Zephyr Cove,NV
3346,Anne Hardy,Berkshire Hathaway HomeServices Chicago,$31.30M,38,Lake Forest,IL
3347,Matthew Harrington,William Raveis,$31.30M,31,Naples,FL
3348,Megan Sullivan,Berkshire Hathaway HomeServices Northern Real Estate Group,$31.30M,132.7,Marinette,WI
3349,Mark Rodeheaver,Berkshire Hathaway HomeServices Utah Properties,$31.30M,9,Park City,UT
3350,Brian Piercy,ERA Real Estate Modo,$31.29M,112.2,Myrtle Beach,SC
