Rank,Name,Company,Volume,Sides,City,State
28355,Kelly Fernandes,Heritage House Sotheby's International Realty,$10.21M,15,Rumson,NJ
28356,Erica Carson,Coldwell Banker Realty,$10.21M,7,Lexington,MA
28356,Joey Aronson,Windermere Signature Properties,$10.21M,7,Roseville,CA
28358,Wendy Mattox,NextHome Grace and Grit,$10.21M,46,Waycross,GA
28359,Thomas Diana III,Douglas Elliman,$10.21M,15,Smithtown,NY
28359,Kleopatra Phili,Brown Harris Stevens,$10.21M,4,New York,NY
28359,Paul Mateyunas,Douglas Elliman,$10.21M,3,Locust Valley,NY
28362,Pamela Terry,eXp Realty,$10.21M,63,Frostburg,MD
28363,Rochelle Cozzolino,Keller Williams,$10.21M,29.7,Pueblo,CO
28364,Xanthi Ananiadis,Coldwell Banker Realty,$10.21M,14,Stamford,CT
28364,Shelby Rochester,Scenic Sotheby's International Realty,$10.21M,6,Santa Rosa Beach,FL
28366,Brad Hunter,Coldwell Banker Sea Coast Advantage,$10.21M,22,Wilmington,NC
28367,Christine Howard,William Raveis,$10.21M,8,Southport,CT
28368,Gurdeep Mangat,CENTURY 21 New Millennium,$10.21M,14,McLean,VA
28369,Eric Toomey,Las Vegas Sotheby's International Realty,$10.21M,7.9,Las Vegas,NV
28370,Brian Wayman,CENTURY 21 Scheetz,$10.21M,28,Indianapolis,IN
28371,Deborah Chabot,REMAX One,$10.21M,24,Mansfield,CT
28372,Drew Basil,The Brokerage House,$10.21M,27,Columbus,OH
28373,Kathleen Weinert,Keller Williams,$10.21M,26,Gainesville,FL
28374,Ross Kroll,NextHome Select Realty,$10.21M,31,De Pere,WI
28375,Caitlin Mittle,REMAX Elite Realty,$10.21M,33,Versailles,KY
28375,Kerry Key,C3 Real Estate Solutions,$10.21M,10,Fort Collins,CO
28377,Kathleen Whelan,HomeSmart,$10.21M,16,Scottsdale,AZ
28378,Erika Williams,Keller Williams,$10.21M,20,Upper Marlboro,MD
28379,Malea Southward,Berkshire Hathaway HomeServices Sun Valley Properties,$10.21M,9,Ketchum,ID
28380,Lora Mahnke,CENTURY 21 New Heritage,$10.21M,23,Huntley,IL
28381,Tyler Keis,Keller Williams,$10.21M,32.5,Aiken,SC
28382,Raymond Ingebretsen,REMAX Lake Country,$10.21M,37,Orr,MN
28383,Cheryl Chamblee,eXp Realty,$10.21M,5,Santa Rosa Beach,FL
28384,Stanley King,eXp Realty,$10.21M,18,Las Vegas,NV
28385,Amy Coy,Berkshire Hathaway HomeServices PenFed Realty,$10.21M,20,Berlin,MD
28386,Patrick Reilly,Better Homes and Gardens Real Estate Paracle,$10.20M,16,Cary,NC
28387,Sheree Cooke,Coldwell Banker Realty,$10.20M,15,Englewood,CO
28388,Billy Bishop,Coldwell Banker Realty,$10.20M,7,Southlake,TX
28388,Margo Fochler,Premier Sotheby's International Realty,$10.20M,9,Naples,FL
28390,Crystal Ragan Kotulak,Keller Williams,$10.20M,23.8,Destin,FL
28391,Sarah Smith,Howard Hanna Beverly-Hanks Real Estate,$10.20M,24,Hendersonville,NC
28392,Veronica Lozada Sierra,Keller Williams,$10.20M,20,Katy,TX
28393,James Covey,HomeSmart,$10.20M,21,Scottsdale,AZ
28394,Tara Bebinger,Keller Williams,$10.20M,27,Dublin,OH
28395,Gina Hutchinson,Keller Williams,$10.20M,24,Winter Park,FL
28396,Kara Shearer,CENTURY 21 Ditton Realty,$10.20M,19.4,North Fork,CA
28397,Jill Fochesato,CENTURY 21 Judge Fite Company,$10.20M,28.4,Granbury,TX
28398,Jordan Cappolla,Keller Williams,$10.20M,17,Alexandria,VA
28399,Linda Gates,REMAX Results,$10.20M,23,Rochester,MN
28400,Jason Hendricks,Compass,$10.20M,4,The Woodlands,TX
28401,CJ Lewandowski,Keller Williams,$10.20M,31,Whitefish Bay,WI
28402,Craig Crews,Keller Williams,$10.20M,30.8,Rapid City,SD
28403,Stetson Hillger,Keller Williams,$10.20M,21,Midland,TX
28404,Joy Barney,Keller Williams,$10.20M,19,Upper Arlington,OH
28405,Melanie McMullin,eXp Realty,$10.20M,31,San Antonio,TX
28406,Kristin Sweesy,Retter & Company Sotheby's International Realty,$10.20M,15.1,Kennewick,WA
28407,Collin Fishman,Coldwell Banker Realty,$10.20M,11,Boston,MA
28408,Alan Chesebrough,HomeSmart,$10.20M,13,Scottsdale,AZ
28409,Nano Engdahl,Baird & Warner,$10.20M,24,Libertyville,IL
28410,Adam Revell,Howard Hanna Capital,$10.20M,26.3,Saratoga Springs,NY
28411,Tian Alex Qi,Keller Williams,$10.20M,1,Santa Ana,CA
28411,Erica Tucker,ERA Priority Real Estate,$10.20M,33,Gillette,WY
28411,Alison Carter,John L. Scott Bellevue-Issaquah,$10.20M,13,Issaquah,WA
28411,Leika Kejriwal,Compass,$10.20M,3,Palo Alto,CA
28415,Cindy Kinzey,Berkshire Hathaway HomeServices Ambassador Real Estate,$10.20M,34,Omaha,NE
28416,Jason Hooley,eXp Realty,$10.20M,21,Spring,TX
28417,Monice Ming Tong,Keller Williams,$10.20M,21.8,Wexford,PA
28418,Philip Wood,Keller Williams,$10.20M,25,Lexington,KY
28419,Andy Chung,Christie's International Real Estate Sereno,$10.20M,5,Los Gatos,CA
28420,Erin Sjoquist,Keller Williams,$10.20M,22,Minneapolis,MN
28421,"Megan Liebetrau, ABR CSC",Berkshire Hathaway HomeServices Starck Real Estate,$10.20M,23,Woodstock,IL
28422,Wayne Nelson,John L. Scott Yakima,$10.20M,27,Yakima,WA
28423,Joshua Mun,REMAX Hawaii,$10.20M,15,Honolulu,HI
28424,Jeff Jones,CENTURY 21 Advantage,$10.20M,19.5,Birmingham,AL
28425,Ron Bone,Coldwell Banker Realty,$10.20M,16,Indian Wells,CA
28426,Barbara Guest,REMAX Aerospace Realty,$10.20M,14,Cocoa Beach,FL
28427,Nancy Newell-Stark,ReeceNichols Real Estate,$10.20M,11,Prairie Village,KS
28428,Linda Light,Coldwell Banker Elite,$10.20M,14,Stafford,VA
28428,Suzanna Krmzian,Lamacchia Realty,$10.20M,10,Waltham,MA
28430,Paul Springer,Coldwell Banker Realty,$10.20M,21.2,Wayzata,MN
28431,Rachel Peterson,LPT Realty,$10.20M,30,Ludowici,GA
28432,Marie Bartlett,Berkshire Hathaway HomeServices Ambassador Real Estate,$10.20M,53,Omaha,NE
28433,Karen Morton,Compass,$10.20M,10,Encinitas,CA
28433,Lisa Otte,Douglas Elliman,$10.20M,7,Sarasota,FL
28433,Alexis Kim,Keller Williams,$10.20M,8,Los Angeles,CA
28436,Cheryl Hunt,Las Vegas Sotheby's International Realty,$10.20M,9.5,Las Vegas,NV
28437,Athena Cermak,Keller Williams,$10.20M,20.5,Asheville,NC
28438,Nancy Jarrell,Berkshire Hathaway HomeServices Carolinas Realty,$10.20M,20,Huntersville,NC
28439,Jessica Christianson,eXp Realty,$10.20M,32,Clearwater,FL
28440,Lisa Ferrante,Houlihan Lawrence,$10.20M,4,New Canaan,CT
28441,Tien Ly,eXp Realty,$10.19M,11,Renton,WA
28442,Rania Naporlee,Keller Williams,$10.19M,15,Wayne,NJ
28443,Tammy Littlejohn,Keller Williams,$10.19M,19,Mooresville,NC
28444,Beth Kimmick,ERA Central Realty Group,$10.19M,17,Cream Ridge,NJ
28445,Linda Tipton,Berkshire Hathaway HomeServices Real Estate Professionals,$10.19M,20,Salem,OR
28446,Brad Pihlstrom,Edina Realty,$10.19M,19,Minneapolis,MN
28447,Heidi Delahanty,REMAX Platinum Group,$10.19M,23,Sparta,NJ
28448,Ben Trudeau,Edina Realty,$10.19M,17,Minneapolis,MN
28449,Kevin Finley,CENTURY 21 Citrus Realty,$10.19M,16.8,San Dimas,CA
28450,Len Nicoletti,Coldwell Banker Realty,$10.19M,24,Milford,CT
28451,David Tortolini,eXp Realty,$10.19M,20,Williamsburg,VA
28452,Jim Singewald,REMAX Results,$10.19M,24,Andover,MN
28453,Kyler Klingberg,Windermere Signature Properties,$10.19M,13.5,Davis,CA
28454,Dawn Walther,HomeSmart Houston,$10.19M,15,Houston,TX
28455,Megan Ternes,HomeSmart,$10.19M,21,Scottsdale,AZ
28456,Kristin Heal,Legacy Properties Sotheby's International Realty,$10.19M,16.6,Camden,ME
28457,Donna Miller,REMAX Crown Realty,$10.19M,35,Sebastian,FL
28458,Jennefer Folsom,@Properties Christie's International Real Estate,$10.19M,14,Chicago,IL
28459,Aimee Hendrix,eXp Realty,$10.19M,14,Frisco,TX
28460,Leslie Homa,CENTURY 21 ClearView Realty,$10.19M,22.5,Rapid City,SD
28461,Azhar Saiyed,Coldwell Banker Realty,$10.19M,19,Glenview,IL
28462,Ronelyn Samudio,Intero Real Estate Services,$10.19M,14,Silver Creek,CA
28463,Shelley Hansell,Keller Williams,$10.19M,27,Indianapolis,IN
28464,Jared Morgan,eXp Realty,$10.19M,19,Magnolia,TX
28465,Stacey Fish,Keller Williams,$10.19M,26,St. Louis,MO
28466,Samantha Benfield,Keller Williams,$10.19M,15,Boone,NC
28467,Diane Dupont,William Pitt Sotheby's International Realty,$10.19M,10.5,Madison,CT
28468,Gwen Harris,LIV Sotheby's International Realty,$10.19M,8.9,Ventura,CA
28469,Ron Wheeler,CENTURY 21 Wheeler Realty,$10.19M,28,Rockville,IN
28470,Lisa Wilson,HomeSmart,$10.19M,19,Atlanta,GA
28471,Christopher Kershisnik,eXp Realty,$10.19M,23,Harpers Ferry,WV
28472,James Dick,Long & Foster Real Estate,$10.19M,19.9,Prince Frederick,MD
28473,Donna Sides,Keller Williams,$10.19M,12,Cambridge,MA
28474,Jayna Leigh Love,Keller Williams,$10.19M,25,Austin,TX
28475,Charlie Aul,Lakes Sotheby's International Realty,$10.19M,18,Edina,MN
28476,Stacy McQueen,First Team Real Estate,$10.19M,25,Victorville,CA
28477,Leann Bradbury,Coldwell Banker Realty,$10.19M,12.9,Scituate,MA
28477,Deborah Meuret,eXp Realty,$10.19M,11,The Colony,TX
28479,Kaycee Cavicchia,REMAX Revolution,$10.19M,18,Spring Lake,NJ
28480,John Gonnello,HomeSmart,$10.19M,18,Palm Desert,CA
28481,Sandra Amidei,REMAX Suburban,$10.19M,26,Libertyville,IL
28482,Barbara Kanefsky,Keller Williams,$10.19M,12,Livingston,NJ
28482,Mary Bruno,Keller Williams,$10.19M,20,Geneva,IL
28482,Agata Kusak,Keller Williams,$10.19M,29,Geneva,IL
28485,Carla Bortnick,Keller Williams,$10.19M,12,Morristown,NJ
28486,Donna Fleming Craig,NextHome Coast & Country,$10.19M,30,Gulf Shores,AL
28487,Jared Tanner,CENTURY 21 Alliance Realty,$10.19M,28,Brooksville,FL
28488,Nadine Marshall,Engel & Völkers Scottsdale Waterfront,$10.19M,8,Scottsdale,AZ
28489,Iris Veneracion-Vysotski,First Team Real Estate,$10.19M,6,Tustin,CA
28490,Victor Soler,The Real Brokerage Inc.,$10.18M,30,San Antonio,TX
28491,Laura Bomparola,ERA Brokers Consolidated,$10.18M,19,Las Vegas,NV
28492,Bob Cilk,REMAX Accord,$10.18M,7,Pleasanton,CA
28493,Megan Belson,William Raveis,$10.18M,9,Cohasset,MA
28494,Kelly Berk,Keller Williams,$10.18M,23.3,Langhorne,PA
28495,Jennifer Lewis,Monument Sotheby's International Realty,$10.18M,17.6,Clarksville,MD
28496,Larry Besa,"Berkshire Hathaway HomeServices Fox & Roach, REALTORS®",$10.18M,14,Newtown Square,PA
28497,Tina Christian,REMAX Time,$10.18M,7,Rancho Cucamonga,CA
28498,Nancy Mcspadden,Coldwell Banker Realty,$10.18M,15,Plymouth,MA
28499,Janna Maresco,Keller Williams,$10.18M,14.8,Cumming,GA
28500,Jo Heim,John L. Scott Medford,$10.18M,18.3,Medford,OR
28501,Evan Greene,REMAX Signature Real Estate,$10.18M,17,Port Jefferson Station,NY
28502,Lori Hawkins,"Coldwell Banker Apex, Realtors",$10.18M,29,Rockwall,TX
28503,Janice Cruz,Coldwell Banker Pacesetter Steel Realtors,$10.18M,39,Portland,TX
28504,Garrett Valeu,Better Homes and Gardens Real Estate Gold Key,$10.18M,37,Greenwood,IN
28505,Grant Wagner,Callaway Henderson Sotheby's International Realty,$10.18M,9.4,Princeton,NJ
28506,Nancy Stetson,Coldwell Banker Realty,$10.18M,17.8,Glastonbury,CT
28507,Jennifer Samuelson,eXp Realty,$10.18M,31,Tulsa,OK
28508,Mitchell Candler,eXp Realty,$10.18M,6,Pleasanton,CA
28509,Jackie Ogden,Long & Foster Real Estate,$10.18M,16.3,Greenville,DE
28510,Dean Souza,CENTURY 21 Masters,$10.18M,12,Castro Valley,CA
28511,Aaron Seawood,Compass,$10.18M,4.3,Manhattan,NY
28512,Lynn Roman,Howard Hanna Allen Tate Real Estate,$10.18M,25,Raleigh,NC
28513,Cheryl Holder,Redfin,$10.18M,21,Frederick,MD
28514,Audrey Romano,Compass,$10.18M,12,Potomac,MD
28515,Louis Gordon,CENTURY 21 Revolution,$10.18M,11,Cambridge,MA
28516,Enio Cruz,Keller Williams,$10.18M,36,Woodstock,GA
28517,Mathew Thomas,Keller Williams,$10.18M,9,Yorba Linda,CA
28518,Shari Abbott,Berkshire Hathaway HomeServices Florida Realty,$10.18M,16,Indian Harbour Beach,FL
28519,Ronda Jedrzejek,Howard Hanna Real Estate Services,$10.18M,31,Westlake,OH
28520,Kelly Griffin,Better Homes and Gardens Real Estate Gary Greene,$10.18M,20,Houston,TX
28521,Nicolle Nowitz,Corcoran,$10.18M,3,New York,NY
28522,Martha Durgin,Keller Williams,$10.18M,17.5,Greenville,SC
28523,Lisa Bradford,Compass,$10.18M,14,Reston,VA
28523,Alair Boshela,Engel & Völkers Ocala,$10.18M,15,Ocala,FL
28525,Sue Checchio,Coldwell Banker Realty,$10.18M,9,Westfield,NJ
28526,Micah Hill,Keller Williams,$10.18M,33,Tuscaloosa,AL
28527,Julie Short,"Berkshire Hathaway HomeServices Fox & Roach, REALTORS®",$10.18M,9,Newtown,PA
28528,Jen Routon,REMAX Alliance,$10.18M,10,Denver,CO
28528,Anthony Capalbo,Berkshire Hathaway HomeServices New England Properties,$10.18M,10.5,Fairfield,CT
28530,Daniel Baker,Keller Williams,$10.18M,23,Poulsbo,WA
28531,Stephanie von Thaden,Golden Gate Sotheby's International Realty,$10.18M,1,Menlo Park,CA
28531,Michael Gholian,Keller Williams Beverly Hills,$10.18M,5,Beverly Hills,CA
28531,Cassandra Gahagan,Turpin Real Estate,$10.18M,8,Mendham,NJ
28531,Emma Shibe,REMAX Dynamic Properties,$10.18M,9,Anchorage,AK
28531,Lizbeth Fuentes,E3 Realty,$10.18M,18,Hercules,CA
28536,Shelly Flynn,Grubb Co,$10.17M,13,Oakland,CA
28537,Rick Yost,NextHome NorthEast Realty,$10.17M,22,Folsom,CA
28538,Robert Dale,eXp Realty,$10.17M,41,North Canton,OH
28539,Amy Lynn,Berkshire Hathaway HomeServices Georgia Properties,$10.17M,11,Alpharetta,GA
28540,Suede aka Stephen Whitney Baum,Keller Williams,$10.17M,22,Strongsville,OH
28541,Krista Beale,Keller Williams,$10.17M,14,Hillsboro,OR
28542,Monica Wert,CENTURY 21 Above and Beyond,$10.17M,37,Mifflintown,PA
28543,Dianna McWhorter,Keller Williams,$10.17M,24,Alpharetta,GA
28544,Bonnie Collins,"Realty of America, LLC",$10.17M,12,Houston,TX
28545,Sara Mosser,Keller Williams,$10.17M,17.5,Atlanta,GA
28546,Michael Houskamp,Coldwell Banker Woodland Schmidt,$10.17M,17.5,Grand Haven,MI
28546,Nicholas D'Alessio Jr,Illustrated Properties,$10.17M,16.5,Hobe Sound,FL
28548,Zoe Macaulay,REMAX Synergy,$10.17M,18,Littleton,CO
28549,Katelin Garner,Keller Williams,$10.17M,29,Roanoke,VA
28550,Lori Pezak,Coldwell Banker Premier Properties,$10.17M,15,St. Augustine,FL
28551,Jessica Thomas,The Real Brokerage Inc.,$10.17M,17,Sunbury,OH
28552,Imelda Gonzalez,Keller Williams,$10.17M,50,St. Louis,MO
28553,Jennifer Carbone,Howard Hanna Rand Realty,$10.17M,15.8,Bethel,CT
28554,Penney Carruth,Aspen Snowmass Sotheby's International Realty,$10.17M,3.8,Aspen,CO
28554,Carina Fulginiti,Illustrated Properties,$10.17M,2,Jupiter,FL
28556,Daniel Ajwani,LPT Realty,$10.17M,21,Austin,TX
28557,Linda MacDonald,Keller Williams,$10.17M,11.5,Centerville,MA
28558,Becky Smith,Baird & Warner,$10.17M,16,Geneva,IL
28559,Araceli Madueno,Coldwell Banker Select Real Estate,$10.17M,18,Woodland,CA
28560,Tracy Sweetland,Scenic Sotheby's International Realty,$10.17M,8,Santa Rosa Beach,FL
28561,Sylvia Groce,REMAX Equity Group,$10.17M,19,Portland,OR
28562,Anastacia Gill,The Real Brokerage Inc.,$10.17M,16,Fife,WA
28563,Andy Richards,Illustrated Properties,$10.17M,11.9,Palm Beach Gardens,FL
28564,Daniel Nash,Keller Williams,$10.17M,26.2,Columbia,MD
28565,Cody Thompson,Keller Williams,$10.17M,17,Atlantic Beach,FL
28566,Gwynn Jones,CENTURY 21 Platinum Properties,$10.17M,35.5,Dover,TN
28567,Budd Batterson,Edina Realty,$10.17M,24,Minneapolis,MN
28568,Hank Correa III,Better Homes and Gardens Real Estate Hank Correa Realty,$10.17M,21.3,Hilo,HI
28569,Tony Lyon,Ebby Halliday Companies - Ebby Halliday Realtors,$10.17M,17,Stephenville,TX
28570,Janice Martin,CENTURY 21 Action Plus Realty,$10.17M,15.5,Forked River,NJ
28571,Jonathan Musser,REMAX Precision,$10.17M,22,West Des Moines,IA
28572,Kristy Tauger,REMAX Results,$10.17M,41,Eau Claire,WI
28573,Alan Deckel,REMAX Success,$10.17M,10,San Luis Obispo,CA
28574,Michael McDaid,REMAX Action Associates,$10.17M,13,Exton,PA
28575,Phebe Knorr,REMAX Fine Properties,$10.17M,18,Flagstaff,AZ
28576,Christine Burger,Better Homes and Gardens Real Estate Green Team,$10.17M,19.2,Ringwood,NJ
28576,Karen Adatto,Better Homes and Gardens Real Estate Green Team,$10.17M,19.2,Ringwood,NJ
28578,John Chrisbens,Compass,$10.17M,13,Denver,CO
28579,DeeDee Grider,Keller Williams,$10.17M,15,Southlake,TX
28580,Holly Tremaine-Swanson,John L. Scott Bellingham,$10.17M,17,Bellingham,WA
28581,Chelsea Picken Cain,The Agency,$10.17M,12.2,New York,NY
28582,Christina Cova-Simmons,"huntington & ellis, A Real Estate Agency",$10.17M,18,Las Vegas,NV
28583,Fern Pagano,"Berkshire Hathaway HomeServices Fox & Roach, REALTORS®",$10.17M,14,Red Bank,NJ
28583,Brook Armstrong,Briggs Freeman Sotheby's International Realty,$10.17M,29,Plano,TX
28585,Morgan Stumpf,Keller Williams,$10.17M,27.8,Southern Pines,NC
28586,Katherine Etheridge,Watson Realty Corp.,$10.16M,17.3,Jacksonville,FL
28587,Martha Macias,Vintage Sotheby's International Realty,$10.16M,18,Yountville,CA
28588,Trent Barga,The Real Brokerage Inc.,$10.16M,32,Miamisburg,OH
28589,Jessica Maratea,CENTURY 21 Sylvia Geist Agency,$10.16M,17,East Brunswick,NJ
28590,Jaime Bunny Mcknight,Coldwell Banker Realty,$10.16M,16,St. Petersburg,FL
28591,Sandi DeLuca,Coldwell Banker Sellers Realty,$10.16M,28.8,Arcata,CA
28592,Molly Eldridge,Coldwell Banker Mountain Properties,$10.16M,10.8,Crested Butte,CO
28593,Melissa Mullis,REMAX Alliance,$10.16M,22,Covington,LA
28594,Lindsay Summa,CENTURY 21 Redwood Realty,$10.16M,17,Stafford,VA
28595,Rebecca Holland,"Sotheby's International Realty, Inc.",$10.16M,12,Santa Fe,NM
28596,Julie Thomas,Berkshire Hathaway HomeServices Carolina Premier Properties,$10.16M,21,Wilmington,NC
28597,Angela Griggs,CENTURY 21 Curran & Oberski,$10.16M,36,Dearborn,MI
28598,Daniel Rangel,Coldwell Banker Realty,$10.16M,8,Santa Monica,CA
28599,Mandy Gray,Berkshire Hathaway HomeServices RW Towne Realty,$10.16M,13,Virginia Beach,VA
28600,Amanda Wilson,Keller Williams,$10.16M,38,Florence,KY
28601,Edward Schmidt,Douglas Elliman,$10.16M,11,Huntington,NY
28602,Ashley Mckee,Coldwell Banker Realty,$10.16M,33.3,Lexington,SC
28603,Marisa Chew,CENTURY 21 Redwood Realty,$10.16M,12,Reston,VA
28604,John Hanrahan,The Group Real Estate,$10.16M,14,Fort Collins,CO
28605,David Aceves,Compass,$10.16M,22,Austin,TX
28606,Jenifer Enos,Coldwell Banker Realty,$10.16M,21,Wayzata,MN
28607,Daniel P. Garcia,Berkshire Hathaway HomeServices California Properties,$10.16M,8,Pasadena,CA
28608,Lily Nguyen,Berkshire Hathaway HomeServices California Properties,$10.16M,12,Irvine,CA
28609,Jared Okawa,Redfin,$10.16M,13,Santa Ana,CA
28610,Nancy Snider,Coldwell Banker Realty,$10.16M,23,Pittsburgh,PA
28611,Jennifer Gates,REMAX Coast and Country,$10.16M,21,Brookings,OR
28612,Jacquie Dix,Compass,$10.16M,29,Naperville,IL
28613,Cindi Infiesto,EXIT Select Realty,$10.16M,16,Fort Myers,FL
28614,Tony Dolgner,CENTURY 21 Properties Unlimited,$10.16M,33.5,Ripon,WI
28615,Yolanda Rosario,Coldwell Banker West,$10.16M,13.6,Chula Vista,CA
28615,Nicole Chartier,HomeSmart,$10.16M,8,Scottsdale,AZ
28615,Mario Romo,REMAX Heritage,$10.16M,38,Fond du Lac,WI
28618,Denise Staab,The Group Real Estate,$10.16M,18,Fort Collins,CO
28619,Sheri Murasaki,Corcoran Pacific Properties,$10.16M,13.5,Mililani,HI
28619,Sue DeValdes,Berkshire Hathaway HomeServices RW Towne Realty,$10.16M,22,Virginia Beach,VA
28621,Mary Jo McCarthy,Golden Gate Sotheby's International Realty,$10.16M,4,Menlo Park,CA
28622,Lindsay Schulz,Redfin,$10.16M,23,Algonquin,IL
28623,Leslie Guilette,Coldwell Banker Real Estate Group,$10.16M,30,Appleton,WI
28624,Christine Bouchard,HomeSmart,$10.16M,27,Orlando,FL
28625,Chrissoula Hagigeorges,Keller Williams,$10.16M,11,Andover,MA
28626,Kim Bills,Better Homes and Gardens Real Estate The Good Life Group,$10.16M,33.2,Papillion,NE
28627,Eric Dunstan,Christie's International Real Estate Sereno,$10.15M,3,Los Gatos,CA
28627,Tika Belanger-Cholowsky,HomeSmart,$10.15M,4,Scottsdale,AZ
28627,Pinal Shah,Keller Williams,$10.15M,12,Fort Lee,NJ
28630,Cindy Ortiz,Coldwell Banker Advantage,$10.15M,30.7,Sanford,NC
28631,Michael Rudolph,REMAX Shoreline,$10.15M,21,Portsmouth,NH
28632,Cynthia Hovan,Coldwell Banker Realty,$10.15M,20.5,Pittsburgh,PA
28633,Geeta Noori,Compass,$10.15M,6,Danville,CA
28634,Shannon Salmon,REMAX Concepts,$10.15M,35,Windsor Heights,IA
28635,Jennifer Newsom,Berkshire Hathaway HomeServices Chicago,$10.15M,18,Wheaton,IL
28636,Tom Peters,Coldwell Banker Realty,$10.15M,9,Cumming,GA
28636,Lisa Wilson,Douglas Elliman,$10.15M,5,Boca Raton,FL
28636,Patrick McLaughlin,Douglas Elliman,$10.15M,5,Sag Harbor,NY
28636,John Wilson,Douglas Elliman,$10.15M,5,Palm Beach,FL
28640,George Durkin,ERA Brokers Consolidated,$10.15M,19,Las Vegas,NV
28641,Jenn Salladay,Christies International Real Estate | @properties Lone Star,$10.15M,11.3,Austin,TX
28642,David Gatto,Watson Realty Corp.,$10.15M,12,Neptune Beach,FL
28643,Paul Sneeringer,Keller Williams,$10.15M,22,Martinsburg,WV
28644,Traci Byers,Brown Harris Stevens,$10.15M,9,New York,NY
28645,Marla Hanna,Corcoran Reverie,$10.15M,4.5,Seagrove Beach,FL
28646,Kirk Stalvey,CENTURY 21 The Harrelson Group,$10.15M,25,Myrtle Beach,SC
28647,Danelle Haag,Coldwell Banker Realty,$10.15M,13.5,Sarasota,FL
28648,Joseph Hamilton,eXp Realty,$10.15M,28,Taylorsville,KY
28649,Morgan Beck Herdklotz,Premier Sotheby's International Realty,$10.15M,14,Banner Elk,NC
28649,Jackie Murray,@Properties Christie's International Real Estate,$10.15M,15,St. Charles,IL
28651,Marissa Cardenas Rodriguez,eXp Realty,$10.15M,20,Palmdale,CA
28652,Hannah Reno,Keller Williams Yellowstone Properties,$10.15M,43,Billings,MT
28653,Tina Mello,Coldwell Banker Premier Realty,$10.15M,20,Las Vegas,NV
28654,Alyssa Geiger,The Agency,$10.15M,3,Beverly Hills,CA
28654,Alexander Aquino,Douglas Elliman,$10.15M,7,Greenport,NY
28654,Greg Laplant,Coldwell Banker Realty,$10.15M,7,Beverly Hills,CA
28654,Nancy Carter,REMAX Connections,$10.15M,9,San Diego,CA
28658,Brenda Griffin Burling,Coldwell Banker Heritage,$10.15M,33,Dayton,OH
28659,Linda Oesterle,Keller Williams,$10.15M,17.8,Newnan,GA
28660,Megan Brown,Engel & Völkers Columbus,$10.15M,21,Columbus,OH
28661,Renee Baerenwald,Edina Realty,$10.15M,41,Minneapolis,MN
28662,Sue Woods,William Pitt Sotheby's International Realty,$10.15M,18,Madison,CT
28663,Christopher DeRupo,REMAX Sunshine,$10.15M,11,Cape Coral,FL
28664,Megan Steinmetz,Keller Williams,$10.15M,20,Coon Rapids,MN
28665,Hannah Smith,Berkshire Hathaway HomeServices Benchmark Realty,$10.15M,33,Shawnee,OK
28666,Robert Maschio,Compass,$10.15M,6,Santa Monica,CA
28666,Tracey Hickey,REMAX Gateway,$10.15M,17,Haymarket,VA
28668,Angie Padden Bledsoe,Keller Williams,$10.15M,22,Kansas City,MO
28668,Lynn Mattoon,Redfin,$10.15M,20,Denver,CO
28670,Lisa Prillaman,Keller Williams,$10.15M,22.5,Cary,NC
28671,Patricia Manos,Ebby Halliday Companies - Ebby Halliday Realtors,$10.15M,14,McKinney,TX
28672,Christian Lalario,Coldwell Banker Bain,$10.15M,11.5,Kirkland,WA
28673,Susan Derlein,Long Realty Company,$10.14M,30,Green Valley,AZ
28674,Stacey Rubino,Better Homes and Gardens Real Estate Lifestyles Realty,$10.14M,30,Jacksonville,FL
28675,Hampton Roberts,Coldwell Banker Sea Coast Advantage,$10.14M,16.1,Pawleys Island,SC
28676,Jennifer Brule,CENTURY 21 Adams Real Estate,$10.14M,12,Babylon,NY
28677,Howie Freiling,Long & Foster Real Estate,$10.14M,18.2,Raleigh,NC
28678,Jennifer Hamilton,Keller Williams,$10.14M,17,Atlanta,GA
28679,Linda Domis,Keller Williams,$10.14M,10.5,Whittier,CA
28680,Melissa Rioux,eXp Realty,$10.14M,17,Saco,ME
28681,Billie Rogers,Keller Williams,$10.14M,13,Boone,NC
28682,Jessyca Nygren,Coldwell Banker Realty,$10.14M,5,Sherman Oaks,CA
28683,Beth Van Zee,LPT Realty,$10.14M,28,Des Moines,IA
28684,Ashley Swope,Berkshire Hathaway HomeServices Caliber Realty,$10.14M,34,College Station,TX
28685,Lauren Spataro,Houlihan Lawrence,$10.14M,7,Darien,CT
28686,Jessica Spencer,CENTURY 21 Epic,$10.14M,43,Clearlake,CA
28687,Joan Rose,"Coldwell Banker Pryor Realty, Inc.",$10.14M,21,Chattanooga,TN
28688,Brooke Eischeid,REMAX Legacy,$10.14M,51,Jefferson,IA
28689,Cassandra Marie,Compass,$10.14M,26,Pflugerville,TX
28690,Tina Miely,Berkshire Hathaway HomeServices Colorado Properties,$10.14M,13,Durango,CO
28691,Carmen Feemster,"Berkshire Hathaway HomeServices C. Dan Joyner, REALTORS®",$10.14M,13,Greenville,SC
28692,Tamara Miller,Compass,$10.14M,14,Shady Side,MD
28693,Brenda Fischer,Keller Williams,$10.14M,20,Lake Havasu City,AZ
28694,Jo Frasier,Corcoran Pacific Properties,$10.14M,6,Honolulu,HI
